revenue_id,order_id,payment_date,amount_paid_usd,payment_status,refund_amount_usd
STA-R17589,STA-O13216,04-01-2025,9.34,Paid,0
STA-R14018,STA-O7519,20-01-2023,0,Pending,0
STA-R10441,STA-O5144,31-07-2024,35.1,Refunded,0
STA-R16685,STA-O8456,22-05-2024,27.04,Paid,0
STA-R14408,STA-O5183,20-10-2023,5.85,Paid,0
STA-R14987,STA-O13201,11-05-2025,9.72,Paid,0
STA-R10652,STA-O8143,26-10-2024,48.36,Refunded,0
STA-R16299,STA-O7817,03-09-2024,16.88,Paid,0
STA-R14061,STA-O10903,29-01-2023,14.86,Paid,0
STA-R12473,STA-O10920,26-04-2023,10.18,Paid,0
STA-R15310,STA-O10377,01-11-2025,5.84,Refunded,0
STA-R9428,STA-O8869,23-08-2023,17.69,Paid,0
STA-R9146,STA-O6335,22-12-2025,5.61,Paid,0
STA-R16165,STA-O14478,12-08-2023,8.87,Paid,0
STA-R17900,STA-O8591,09-08-2025,159.28,Paid,0
STA-R17469,STA-O13610,14-03-2025,9.7,Refunded,0
STA-R18412,STA-O14666,25-03-2024,19.05,Paid,0
STA-R9923,STA-O5880,12-02-2025,6.95,Paid,0
STA-R12866,STA-O6088,24-04-2025,18.51,Paid,0
STA-R14546,STA-O11853,19-10-2023,73.5,Paid,0
STA-R17527,STA-O8680,23-08-2023,17.19,Refunded,0
STA-R15941,STA-O9280,30-07-2024,4.58,Paid,1.54
STA-R11703,STA-O6198,16-12-2023,5.77,Refunded,0
STA-R12080,STA-O5482,10-12-2025,30.15,Refunded,0
STA-R11056,STA-O10091,07-12-2023,10.85,Paid,0
STA-R17629,STA-O7515,01-07-2024,8.2,Pending,0
STA-R12974,STA-O12827,23-01-2025,61.47,Paid,0
STA-R13989,STA-O5567,05-11-2024,14.49,Paid,0
STA-R16421,STA-O14231,24-10-2024,16.6,Paid,0
STA-R10006,STA-O7095,18-12-2025,14.35,Paid,0
STA-R13649,STA-O8559,15-11-2023,7.42,Paid,0
STA-R11394,STA-O13406,22-03-2025,34.23,Paid,0
STA-R18068,STA-O8308,20-03-2025,36.35,Refunded,0
STA-R16719,STA-O11720,13-09-2023,49.42,Pending,0
STA-R9411,STA-O9611,11-06-2023,21.95,Paid,0
STA-R13268,STA-O13966,18-11-2024,34.75,Paid,0
STA-R15015,STA-O9743,09-05-2024,12.64,Paid,0
STA-R10021,STA-O5215,18-04-2025,10.92,Pending,0
STA-R10056,STA-O9681,05-07-2024,18.51,Refunded,0
STA-R11285,STA-O14350,28-02-2023,15.9,Paid,0
STA-R11856,STA-O12035,15-11-2025,12.39,Paid,0
STA-R18203,STA-O6802,16-10-2023,10.62,Paid,10.62
STA-R16279,STA-O8217,23-04-2024,132.2,Refunded,0
STA-R9255,STA-O14612,22-06-2024,14.04,Paid,14.04
STA-R11774,STA-O13161,09-09-2023,11.2,Paid,0
STA-R9366,STA-O7590,12-08-2023,44.1,Paid,0
STA-R14817,STA-O14130,13-09-2024,26.35,Paid,0
STA-R17511,STA-O9067,17-09-2024,28.58,Paid,28.58
STA-R11915,STA-O7916,04-07-2025,18.63,Paid,18.63
STA-R10192,STA-O10172,04-03-2024,13.61,Paid,0
STA-R14224,STA-O13654,22-01-2025,24.52,Paid,0
STA-R15661,STA-O10997,18-06-2024,82.24,Paid,0
STA-R17537,STA-O7058,09-03-2023,22.89,Pending,0
STA-R17204,STA-O13328,16-12-2023,13.86,Paid,0
STA-R17405,STA-O13508,20-06-2023,6.06,Paid,0
STA-R14000,STA-O7156,03-12-2023,8.82,Refunded,0
STA-R10758,STA-O9229,04-08-2023,16.52,Pending,0
STA-R12540,STA-O6340,07-11-2023,3.21,Paid,0
STA-R15720,STA-O11185,22-11-2023,11.3,Paid,3.8
STA-R17663,STA-O7563,01-11-2024,84.35,Paid,0
STA-R9494,STA-O10528,06-03-2023,17.22,Paid,0
STA-R10025,STA-O7514,09-05-2025,10.68,Paid,0
STA-R16225,STA-O14171,24-01-2025,11.24,Paid,0
STA-R18573,STA-O5735,18-05-2024,5.98,Paid,0.81
STA-R12572,STA-O13071,26-09-2024,17.1,Pending,0
STA-R17324,STA-O9252,02-10-2023,12.36,Paid,0
STA-R12265,STA-O7348,18-08-2025,20.56,Paid,0
STA-R17433,STA-O12234,25-06-2025,0,Refunded,0
STA-R10580,STA-O14752,09-03-2025,17.07,Paid,17.07
STA-R9116,STA-O14802,08-06-2023,21.76,Paid,0
STA-R13274,STA-O11388,28-03-2024,36.46,Paid,3.95
STA-R15916,STA-O6717,25-10-2025,24.03,Refunded,0
STA-R16499,STA-O12980,22-05-2023,108.92,Refunded,0
STA-R17384,STA-O14101,27-03-2023,21.45,Paid,0
STA-R16866,STA-O11043,14-11-2024,18.81,Paid,0
STA-R10223,STA-O11636,10-11-2025,11.54,Paid,0
STA-R16012,STA-O9747,29-04-2023,5.34,Paid,0
STA-R11669,STA-O10004,23-03-2023,25.7,Paid,0
STA-R11757,STA-O14323,31-01-2023,33.85,Paid,33.85
STA-R10594,STA-O11760,17-09-2025,38.92,Paid,38.92
STA-R16901,STA-O9435,29-12-2024,5.1,Paid,0
STA-R13617,STA-O14319,17-01-2024,12.92,Paid,0
STA-R12480,STA-O6724,05-01-2023,24.45,Pending,0
STA-R17597,STA-O14384,17-06-2025,20.85,Paid,20.85
STA-R12530,STA-O13892,04-02-2024,22.6,Refunded,0
STA-R13760,STA-O14610,24-03-2023,116.55,Paid,0
STA-R15770,STA-O9399,03-10-2025,26.72,Paid,0
STA-R17615,STA-O14877,11-07-2024,14.08,Paid,0
STA-R17548,STA-O5392,17-08-2025,0,Paid,0
STA-R11302,STA-O12757,06-07-2024,15.74,Paid,7.49
STA-R15275,STA-O13744,28-10-2025,27.8,Paid,0
STA-R17832,STA-O8878,31-01-2023,7.27,Paid,0
STA-R11728,STA-O6861,29-05-2025,20.75,Paid,0
STA-R12483,STA-O5680,08-11-2025,15.87,Paid,0
STA-R10453,STA-O10665,22-08-2024,8.72,Paid,0
STA-R17957,STA-O9637,30-10-2024,0,Paid,0
STA-R17488,STA-O12787,09-12-2023,8.61,Paid,0
STA-R14091,STA-O7658,05-12-2023,6.23,Refunded,0
STA-R10922,STA-O9563,22-12-2024,41.5,Pending,0
STA-R15678,STA-O6821,27-01-2023,147.35,Paid,0
STA-R13680,STA-O10115,16-01-2025,0,Paid,0
STA-R11137,STA-O11274,26-02-2023,39.7,Refunded,0
STA-R13565,STA-O14948,01-01-2024,13.68,Refunded,0
STA-R16438,STA-O14357,25-10-2023,34.04,Paid,34.04
STA-R11839,STA-O11815,05-11-2025,30.98,Paid,0
STA-R9748,STA-O5740,05-05-2023,0,Pending,0
STA-R10572,STA-O11378,07-06-2023,36.45,Paid,4.77
STA-R17571,STA-O10025,17-07-2024,17.73,Paid,17.73
STA-R9399,STA-O5683,10-10-2025,5.1,Paid,0
STA-R9639,STA-O14613,24-05-2024,128.7,Paid,0
STA-R17169,STA-O9902,24-03-2024,8.04,Paid,0
STA-R14434,STA-O13552,06-05-2024,7.06,Paid,0
STA-R14521,STA-O9791,13-03-2025,4.92,Paid,4.92
STA-R16744,STA-O5574,19-06-2025,3.53,Paid,3.53
STA-R16174,STA-O11231,10-09-2024,15.14,Refunded,0
STA-R13168,STA-O7940,04-12-2024,7.75,Pending,0
STA-R10870,STA-O9452,23-12-2023,28.95,Paid,0
STA-R12930,STA-O13082,05-08-2024,34.12,Refunded,0
STA-R17202,STA-O10132,25-01-2023,40.15,Paid,40.15
STA-R16508,STA-O12728,29-08-2025,18.08,Pending,0
STA-R16830,STA-O11747,26-03-2025,11.88,Paid,0
STA-R13830,STA-O7642,05-03-2025,28.68,Paid,0
STA-R13555,STA-O5283,05-11-2024,19.53,Paid,0
STA-R15998,STA-O5098,28-08-2023,16.88,Paid,0
STA-R14263,STA-O9490,12-01-2023,95.6,Refunded,0
STA-R15962,STA-O13569,12-02-2023,6.46,Paid,0
STA-R14307,STA-O6989,23-01-2025,7.36,Refunded,0
STA-R15093,STA-O5491,17-03-2023,135.2,Paid,0
STA-R9154,STA-O10062,14-08-2023,0,Paid,7.44
STA-R9615,STA-O9979,11-12-2023,20.4,Paid,0
STA-R15455,STA-O13112,31-07-2025,6.42,Paid,0
STA-R15401,STA-O13118,22-06-2025,5.71,Paid,5.71
STA-R11893,STA-O5376,24-11-2025,27.76,Paid,0
STA-R11560,STA-O9134,08-11-2023,115.4,Paid,0
STA-R13781,STA-O5622,20-08-2025,13.12,Paid,13.12
STA-R10722,STA-O13891,27-01-2024,12.48,Paid,0
STA-R15867,STA-O9359,10-08-2023,37.75,Paid,0
STA-R18102,STA-O5696,28-09-2023,15.63,Paid,0
STA-R11328,STA-O9070,22-11-2024,29.12,Paid,0
STA-R16867,STA-O14416,26-07-2025,11.16,Paid,11.16
STA-R9528,STA-O13703,29-08-2025,31.76,Paid,0
STA-R15193,STA-O9406,03-10-2024,47.22,Paid,0
STA-R11684,STA-O14892,18-03-2024,39.15,Paid,39.15
STA-R15845,STA-O10495,05-08-2024,25.16,Paid,25.16
STA-R12796,STA-O12500,05-09-2024,43.84,Paid,0
STA-R16609,STA-O8365,24-10-2024,30.2,Paid,0
STA-R18276,STA-O6058,24-02-2025,19.38,Paid,0
STA-R14077,STA-O6011,15-03-2024,3.04,Paid,0
STA-R15223,STA-O5854,01-12-2023,6.44,Refunded,0
STA-R10059,STA-O5665,18-01-2023,16.2,Paid,0
STA-R16215,STA-O12242,06-02-2023,7.4,Paid,0
STA-R11531,STA-O9982,01-02-2025,30.65,Paid,0
STA-R13438,STA-O12243,09-02-2023,20.28,Paid,0
STA-R14269,STA-O9855,13-10-2025,3.38,Paid,0.41
STA-R15836,STA-O11429,18-03-2023,21.44,Paid,0
STA-R11879,STA-O13658,22-11-2024,48.08,Paid,0
STA-R12785,STA-O13785,29-12-2025,29.6,Paid,0
STA-R15365,STA-O5729,25-04-2023,5.31,Paid,0
STA-R16292,STA-O5520,14-07-2023,24.84,Paid,0
STA-R13433,STA-O10348,26-06-2025,17.14,Paid,0
STA-R16723,STA-O5296,17-05-2023,117.15,Pending,0
STA-R12526,STA-O13023,19-01-2023,3.64,Paid,0
STA-R15481,STA-O7283,21-11-2023,0,Paid,47.6
STA-R13519,STA-O14482,20-04-2023,6.47,Paid,0
STA-R10351,STA-O5081,16-03-2024,2.97,Refunded,0
STA-R15841,STA-O12416,20-11-2025,5.51,Paid,0
STA-R18303,STA-O11061,05-02-2024,5.87,Paid,0
STA-R13021,STA-O14626,08-09-2024,21.6,Pending,0
STA-R14484,STA-O13700,20-03-2024,8.38,Refunded,0
STA-R12703,STA-O5747,09-01-2024,38.5,Refunded,0
STA-R12174,STA-O11926,20-09-2024,0,Pending,0
STA-R12307,STA-O13804,12-09-2025,52.76,Refunded,0
STA-R12744,STA-O12896,08-10-2024,34,Pending,0
STA-R16959,STA-O7565,16-02-2023,10.9,Pending,0
STA-R12210,STA-O8770,02-07-2025,15.48,Paid,0
STA-R13482,STA-O6622,13-07-2024,17.61,Paid,0
STA-R13883,STA-O8898,08-12-2024,21.44,Paid,0
STA-R15672,STA-O11149,15-07-2023,16.17,Paid,4.52
STA-R12686,STA-O12395,25-02-2023,37.18,Pending,0
STA-R17450,STA-O9433,19-11-2024,12.62,Paid,0
STA-R13377,STA-O9663,03-11-2024,13.54,Refunded,0
STA-R11605,STA-O12858,26-09-2024,19.96,Paid,0
STA-R15165,STA-O13833,21-01-2025,49.18,Paid,49.18
STA-R16051,STA-O11030,03-09-2025,80.5,Paid,0
STA-R11205,STA-O13743,07-06-2025,13.88,Paid,0
STA-R15582,STA-O10941,11-12-2024,11.97,Paid,0
STA-R9918,STA-O12900,14-12-2023,32.45,Paid,0
STA-R18346,STA-O8380,02-04-2025,25.4,Paid,0
STA-R13825,STA-O10872,26-11-2025,72.78,Paid,72.78
STA-R18233,STA-O7196,14-07-2023,194,Paid,194
STA-R11635,STA-O9591,20-04-2024,28.7,Paid,0
STA-R18420,STA-O6180,29-08-2023,81.96,Pending,0
STA-R10314,STA-O8524,16-06-2023,17.8,Paid,0
STA-R14352,STA-O11642,29-03-2025,15.09,Paid,0
STA-R11303,STA-O9654,13-04-2023,10.68,Paid,0
STA-R15483,STA-O8859,09-03-2025,38.63,Paid,0
STA-R9856,STA-O11681,23-11-2025,34.25,Paid,34.25
STA-R10774,STA-O8746,01-11-2025,11.98,Refunded,0
STA-R17735,STA-O14190,27-01-2023,17.1,Paid,17.1
STA-R16079,STA-O10545,02-09-2025,103.41,Paid,103.41
STA-R15115,STA-O7254,05-12-2023,102.9,Paid,0
STA-R14639,STA-O11151,22-04-2025,14.16,Refunded,0
STA-R10646,STA-O13415,14-02-2023,12.9,Paid,0
STA-R9038,STA-O11615,24-08-2025,25.7,Paid,0
STA-R12205,STA-O7705,21-10-2025,24.63,Refunded,0
STA-R10579,STA-O11687,10-01-2024,5.81,Paid,5.81
STA-R10539,STA-O9853,03-12-2025,24.5,Paid,0
STA-R14557,STA-O9307,27-11-2025,11.88,Paid,0
STA-R17367,STA-O11847,05-03-2023,14.97,Paid,14.97
STA-R10734,STA-O12853,06-06-2024,19.47,Pending,0
STA-R10206,STA-O14391,07-08-2025,170.3,Paid,0
STA-R9409,STA-O13714,04-11-2024,18.6,Paid,0
STA-R14282,STA-O13087,13-04-2024,24.06,Paid,0
STA-R10743,STA-O6485,07-06-2024,15.9,Paid,15.9
STA-R14166,STA-O14483,14-10-2024,13.2,Paid,0
STA-R14085,STA-O14423,19-05-2025,4.89,Paid,0
STA-R15923,STA-O11733,24-09-2024,23.79,Paid,0
STA-R13052,STA-O11289,20-10-2025,27.16,Paid,0
STA-R17231,STA-O11238,16-04-2024,13.4,Refunded,0
STA-R9380,STA-O10688,08-08-2025,24.48,Paid,0
STA-R16288,STA-O8226,12-07-2024,21.55,Paid,0
STA-R13425,STA-O7543,21-03-2024,8.89,Pending,0
STA-R16701,STA-O13773,26-10-2025,28.75,Paid,0
STA-R16794,STA-O6816,10-01-2025,15.28,Paid,0
STA-R12421,STA-O13093,11-03-2025,17.08,Paid,0
STA-R11922,STA-O5319,15-08-2024,10.64,Pending,0
STA-R10369,STA-O13782,29-04-2024,25.08,Paid,25.08
STA-R11942,STA-O9697,18-09-2023,35.05,Paid,0
STA-R17860,STA-O5956,20-05-2023,61.12,Paid,0
STA-R11565,STA-O14481,30-10-2023,29.2,Pending,13.74
STA-R13120,STA-O13555,11-03-2024,54.4,Paid,0
STA-R18477,STA-O9459,07-05-2025,23.28,Paid,0
STA-R9855,STA-O12866,07-01-2025,39.48,Paid,0
STA-R9677,STA-O6596,19-03-2025,38.79,Paid,0
STA-R17462,STA-O9792,28-04-2023,0,Paid,21.09
STA-R17699,STA-O11506,08-01-2024,30.5,Paid,0
STA-R11944,STA-O10657,14-07-2023,55.12,Paid,0
STA-R16789,STA-O14682,03-09-2024,19.77,Paid,0
STA-R16994,STA-O8375,16-08-2025,16.23,Paid,0
STA-R10834,STA-O9568,05-09-2024,8.39,Pending,0
STA-R17475,STA-O6383,01-07-2023,4.57,Paid,4.57
STA-R13804,STA-O5247,01-10-2023,34.55,Paid,0
STA-R17925,STA-O6863,05-11-2025,5.55,Paid,0
STA-R17498,STA-O6286,17-04-2025,19.71,Paid,0
STA-R13312,STA-O11530,21-09-2025,22.2,Paid,4.91
STA-R9948,STA-O11724,04-10-2025,75.72,Paid,0
STA-R13655,STA-O5811,14-11-2024,23.34,Paid,0
STA-R14841,STA-O11205,24-09-2023,5.69,Paid,0
STA-R11545,STA-O6401,14-10-2024,17.6,Pending,0
STA-R13939,STA-O14867,12-05-2025,159.88,Paid,0
STA-R15768,STA-O12821,26-12-2025,12.8,Paid,0
STA-R13087,STA-O12012,09-10-2024,19.98,Paid,0
STA-R15767,STA-O11384,19-11-2023,6.73,Paid,0
STA-R10842,STA-O12506,07-08-2023,13.3,Paid,0
STA-R17464,STA-O8191,30-03-2023,36,Refunded,0
STA-R14625,STA-O7602,08-05-2025,25.4,Paid,0
STA-R18287,STA-O7086,26-10-2025,13.12,Paid,0
STA-R18177,STA-O7556,05-08-2023,17.52,Paid,0
STA-R11331,STA-O14247,14-04-2025,12.58,Paid,0
STA-R16698,STA-O12782,26-04-2024,30.2,Paid,0
STA-R14228,STA-O12115,09-04-2025,17.92,Refunded,0
STA-R16162,STA-O9934,20-06-2024,20.55,Paid,0
STA-R18634,STA-O14776,15-06-2025,10.61,Paid,10.61
STA-R17240,STA-O6560,11-01-2024,18.92,Refunded,0
STA-R11744,STA-O13843,09-05-2025,11.12,Paid,0
STA-R11827,STA-O12656,02-07-2024,15.4,Paid,0
STA-R16456,STA-O13631,12-07-2024,13.01,Refunded,0
STA-R17746,STA-O6005,20-09-2025,12.6,Paid,12.6
STA-R18164,STA-O12359,24-03-2024,8.95,Paid,0
STA-R12415,STA-O12159,08-03-2025,16.17,Paid,0
STA-R14854,STA-O9064,19-05-2023,28.96,Paid,0
STA-R17423,STA-O7824,15-10-2025,0,Paid,0
STA-R18101,STA-O9627,05-03-2024,45.39,Paid,0
STA-R9155,STA-O14116,07-02-2025,5.97,Paid,5.97
STA-R18012,STA-O13075,09-08-2024,61.89,Paid,0
STA-R9498,STA-O5583,10-05-2024,5.48,Paid,0
STA-R10003,STA-O8929,29-06-2024,3.63,Pending,0
STA-R18524,STA-O14690,10-02-2024,13.5,Paid,0
STA-R18169,STA-O10896,19-04-2023,27.2,Refunded,0
STA-R11401,STA-O7877,17-01-2023,41.75,Paid,0
STA-R13771,STA-O14334,21-05-2023,16.59,Paid,0
STA-R10497,STA-O11356,12-11-2025,80.52,Paid,0
STA-R14199,STA-O9440,04-04-2025,6.47,Paid,0
STA-R16887,STA-O10266,02-05-2024,19.68,Paid,0
STA-R12279,STA-O12572,03-02-2024,13.3,Paid,0
STA-R14605,STA-O6047,07-10-2024,6.27,Paid,0
STA-R15267,STA-O12837,06-03-2023,76.25,Refunded,0
STA-R11857,STA-O12073,08-08-2025,7.05,Paid,7.05
STA-R10115,STA-O9470,21-07-2024,33.75,Paid,0
STA-R9521,STA-O12815,06-03-2024,10.1,Paid,0
STA-R11552,STA-O5962,02-04-2025,43.32,Paid,43.32
STA-R11628,STA-O13125,14-09-2023,57.96,Refunded,0
STA-R14912,STA-O5137,03-10-2023,24.08,Pending,0
STA-R18246,STA-O9965,06-01-2025,7.95,Paid,0
STA-R11053,STA-O5460,06-05-2025,11.18,Paid,0
STA-R16145,STA-O13382,24-08-2024,28.45,Paid,0
STA-R9481,STA-O9703,30-11-2023,18.22,Pending,0
STA-R14294,STA-O9762,27-02-2023,30.6,Paid,0
STA-R9193,STA-O13241,24-08-2025,27.44,Paid,0
STA-R12899,STA-O5659,19-10-2024,29.1,Paid,0
STA-R13639,STA-O7599,30-05-2025,0,Pending,0
STA-R17881,STA-O11389,15-10-2023,33.2,Paid,0
STA-R10678,STA-O13395,21-02-2024,8.9,Paid,0
STA-R15691,STA-O8606,24-04-2024,29.2,Refunded,0
STA-R15017,STA-O12445,28-09-2025,15.78,Paid,0
STA-R9064,STA-O9499,30-01-2024,0,Paid,0
STA-R13959,STA-O14341,05-06-2024,3.02,Paid,0
STA-R17861,STA-O10873,13-10-2024,3.36,Paid,0
STA-R15117,STA-O5177,09-10-2024,9.2,Paid,0
STA-R10415,STA-O11148,25-01-2025,12.52,Paid,0
STA-R9147,STA-O14464,09-05-2024,43.2,Paid,0
STA-R12197,STA-O12929,18-06-2023,8.72,Paid,0
STA-R13958,STA-O14562,18-11-2023,15.75,Paid,0
STA-R15966,STA-O7830,19-04-2024,9.56,Paid,0
STA-R10045,STA-O13221,10-12-2025,69,Paid,0
STA-R18222,STA-O12887,12-02-2024,19.45,Paid,19.45
STA-R17567,STA-O8739,20-04-2025,20.12,Paid,0
STA-R9737,STA-O11630,28-10-2024,34.32,Paid,0
STA-R11524,STA-O9700,17-03-2025,0,Paid,0
STA-R9955,STA-O9911,11-05-2025,3.71,Paid,0
STA-R13061,STA-O14582,12-05-2023,17.1,Pending,0
STA-R11467,STA-O7128,22-07-2025,29.12,Paid,0
STA-R13895,STA-O6356,01-01-2023,21.78,Paid,0
STA-R17575,STA-O10724,23-02-2023,20.88,Paid,0
STA-R9577,STA-O14679,02-03-2024,56.24,Refunded,0
STA-R14008,STA-O9891,31-01-2025,5.78,Paid,0
STA-R16672,STA-O8697,17-04-2024,8.71,Paid,0
STA-R11289,STA-O5919,10-07-2023,0,Paid,0
STA-R11415,STA-O14046,18-02-2025,11.39,Refunded,0
STA-R16634,STA-O14522,24-11-2024,0,Paid,13.59
STA-R12028,STA-O5244,21-10-2025,58.75,Paid,0
STA-R18136,STA-O6673,07-12-2025,84.9,Paid,0
STA-R12777,STA-O8951,07-05-2024,18.4,Paid,0
STA-R10790,STA-O5140,01-01-2025,24.3,Paid,0
STA-R13807,STA-O6274,17-12-2025,0,Paid,0
STA-R10932,STA-O13907,23-06-2023,6.68,Paid,0.94
STA-R15313,STA-O13830,04-06-2024,8.85,Paid,8.85
STA-R14651,STA-O5859,22-08-2025,16.56,Paid,0
STA-R12951,STA-O6451,03-01-2025,61.6,Paid,0
STA-R16081,STA-O6846,14-03-2023,19.52,Refunded,0
STA-R14010,STA-O5011,23-10-2023,3.27,Paid,0
STA-R15380,STA-O12138,08-09-2023,14.17,Paid,0
STA-R17528,STA-O9301,01-01-2024,8.25,Paid,0
STA-R15900,STA-O5174,06-02-2025,31.55,Paid,31.55
STA-R16015,STA-O9944,30-10-2025,18.5,Pending,0
STA-R13160,STA-O11029,31-03-2023,28.5,Pending,0
STA-R10002,STA-O14145,09-04-2023,23.48,Paid,0
STA-R17239,STA-O9117,27-09-2024,14.16,Paid,0
STA-R15524,STA-O8310,20-04-2024,19.17,Paid,0
STA-R12376,STA-O8266,08-12-2024,21.64,Paid,21.64
STA-R13584,STA-O6060,21-03-2023,5.93,Paid,5.93
STA-R12477,STA-O6025,05-05-2024,19.62,Paid,0
STA-R18522,STA-O5235,19-07-2024,4.5,Paid,0
STA-R14978,STA-O10250,08-09-2024,5.26,Pending,0
STA-R10404,STA-O12875,04-10-2023,5.3,Pending,0
STA-R14615,STA-O6768,23-03-2025,88.28,Paid,88.28
STA-R11527,STA-O14918,27-07-2025,26.75,Paid,0
STA-R16690,STA-O12421,15-02-2023,7.7,Pending,0
STA-R17042,STA-O7194,05-10-2025,27,Paid,0
STA-R10149,STA-O8352,26-09-2025,9.48,Paid,0
STA-R17362,STA-O5411,19-09-2024,39.92,Paid,0
STA-R12021,STA-O11553,07-06-2025,27.36,Paid,0
STA-R10204,STA-O7247,22-03-2023,10.98,Refunded,0
STA-R14865,STA-O7656,30-01-2024,17.5,Paid,17.5
STA-R15503,STA-O13021,01-03-2024,5.19,Paid,0
STA-R9329,STA-O5306,28-03-2023,11.58,Paid,11.58
STA-R16396,STA-O9549,02-09-2025,105.5,Paid,0
STA-R16477,STA-O12043,17-12-2025,26.08,Paid,26.08
STA-R9914,STA-O13344,24-03-2023,32.08,Pending,0
STA-R11309,STA-O7782,18-02-2023,11.32,Paid,0
STA-R12060,STA-O5082,10-12-2024,61.29,Refunded,11.09
STA-R15252,STA-O5108,14-10-2025,17.42,Paid,0
STA-R11333,STA-O14532,17-07-2025,85.6,Paid,0
STA-R12610,STA-O13412,09-06-2025,23.35,Paid,0
STA-R14449,STA-O14285,13-10-2025,31.89,Refunded,0
STA-R15759,STA-O6575,02-03-2023,32.45,Refunded,0
STA-R16564,STA-O13583,22-01-2024,20.49,Paid,0
STA-R16375,STA-O11194,23-05-2025,18.44,Paid,0
STA-R15357,STA-O12444,03-12-2025,8.63,Pending,0
STA-R17504,STA-O6326,26-12-2025,31.2,Paid,0
STA-R18537,STA-O7325,16-08-2025,18.06,Paid,0
STA-R14200,STA-O11230,26-01-2024,18.27,Paid,0
STA-R16000,STA-O8333,02-09-2025,6.83,Paid,0
STA-R13985,STA-O11050,15-08-2023,12.76,Paid,0
STA-R14131,STA-O6848,26-06-2024,6.87,Paid,0
STA-R18309,STA-O11638,03-08-2024,0,Refunded,0
STA-R12385,STA-O12911,05-04-2023,55.98,Refunded,0
STA-R15080,STA-O11301,31-10-2025,27.9,Paid,0
STA-R18171,STA-O12041,13-09-2024,0,Paid,0
STA-R13884,STA-O8962,12-09-2023,30.16,Refunded,0
STA-R10957,STA-O12695,21-11-2025,17.55,Refunded,0
STA-R16973,STA-O8384,08-05-2023,10.42,Paid,0
STA-R14099,STA-O8171,23-12-2023,6.38,Paid,0
STA-R13577,STA-O13365,05-08-2023,18.96,Paid,18.96
STA-R13606,STA-O14104,26-12-2024,19.96,Paid,0
STA-R10872,STA-O10800,13-07-2025,4.2,Refunded,0
STA-R9567,STA-O8955,12-10-2023,71.64,Paid,0
STA-R13232,STA-O8546,20-12-2024,22.4,Refunded,7.8
STA-R12670,STA-O9603,18-05-2025,19.8,Paid,19.8
STA-R9608,STA-O8673,17-11-2023,9.38,Paid,0
STA-R16082,STA-O6634,25-01-2024,22,Paid,0
STA-R16745,STA-O7920,24-04-2025,150.15,Paid,0
STA-R18490,STA-O7568,29-03-2023,5.89,Paid,0
STA-R15555,STA-O9080,14-06-2024,27.75,Paid,27.75
STA-R18588,STA-O12204,29-11-2023,0,Paid,0
STA-R13320,STA-O6716,07-01-2024,24.6,Pending,0
STA-R11281,STA-O5394,07-01-2023,10.04,Paid,0
STA-R18224,STA-O6296,30-04-2025,4.42,Paid,0
STA-R17183,STA-O14410,28-06-2023,9.76,Paid,0
STA-R12212,STA-O6789,25-07-2024,30.45,Paid,0
STA-R17687,STA-O13058,27-10-2023,7.17,Paid,0
STA-R9733,STA-O10901,12-01-2023,67.04,Paid,0
STA-R15848,STA-O11249,30-05-2023,26.85,Pending,0
STA-R12755,STA-O14015,01-10-2024,71.13,Paid,0
STA-R10601,STA-O9242,22-08-2025,16.25,Paid,16.25
STA-R18086,STA-O9778,09-09-2025,17.19,Paid,0
STA-R13001,STA-O14893,02-11-2023,153.3,Paid,0
STA-R16038,STA-O6534,22-05-2024,0,Paid,0
STA-R10455,STA-O7564,02-08-2023,12.53,Paid,12.53
STA-R10996,STA-O9822,26-10-2025,4.56,Paid,0
STA-R11330,STA-O12501,12-12-2024,4.23,Paid,0
STA-R10589,STA-O7424,05-02-2023,10.2,Paid,0
STA-R14297,STA-O5331,08-07-2025,16.77,Paid,0
STA-R9373,STA-O10464,02-12-2023,13.96,Paid,0
STA-R13263,STA-O9072,18-10-2024,5.89,Paid,0
STA-R13905,STA-O6629,16-09-2024,9.9,Paid,9.9
STA-R15765,STA-O13875,08-03-2025,14.36,Refunded,0
STA-R14608,STA-O12814,19-11-2023,22.02,Paid,22.02
STA-R14834,STA-O13209,10-12-2024,3.29,Refunded,0
STA-R17061,STA-O10715,14-11-2024,9.8,Paid,0
STA-R17360,STA-O13367,15-06-2023,28.62,Paid,0
STA-R16633,STA-O14811,18-02-2023,33.3,Paid,33.3
STA-R14944,STA-O6888,03-02-2024,15.93,Paid,0
STA-R15873,STA-O11750,15-06-2025,21.55,Paid,0
STA-R15388,STA-O6581,02-06-2024,13.03,Paid,0
STA-R9362,STA-O12535,12-02-2024,31.48,Paid,31.48
STA-R16485,STA-O6466,02-08-2024,0,Paid,0
STA-R14866,STA-O9333,21-09-2025,6.98,Paid,0
STA-R12270,STA-O10806,09-07-2024,28.7,Paid,0
STA-R17757,STA-O12185,09-03-2024,13.26,Paid,0
STA-R10186,STA-O12337,28-05-2024,40.84,Refunded,0
STA-R11720,STA-O6554,06-05-2025,4.7,Paid,4.7
STA-R16121,STA-O14123,14-10-2023,53.34,Paid,0
STA-R10288,STA-O14806,26-08-2023,38.85,Pending,0
STA-R12245,STA-O6219,26-02-2024,0,Paid,12.44
